Area Code (M49),Area,Item,Element,Unit,Year,value,Sub-region Name,Food loss percentage,Efficiency Group,Efficiency_Ratio
051,Armenia,Fungicides and Bactericides,Agricultural Use,t,2021,504.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",5.7665903890160175
031,Azerbaijan,Pesticides (total),Agricultural Use,t,2021,543.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",6.212814645308924
031,Azerbaijan,Pesticides (total),Use per area of cropland,kg/ha,2021,0.23,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.002631578947368421
031,Azerbaijan,Pesticides (total),Use per capita,kg/cap,2021,0.05,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.0005720823798627002
031,Azerbaijan,Pesticides (total),Use per value of agricultural production,g/Int$,2021,0.1,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.0011441647597254005
031,Azerbaijan,Insecticides,Agricultural Use,t,2021,169.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",1.9336384439359267
031,Azerbaijan,Herbicides,Agricultural Use,t,2021,59.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.6750572082379862
031,Azerbaijan,Fungicides and Bactericides,Agricultural Use,t,2021,280.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",3.203661327231121
031,Azerbaijan,Plant Growth Regulators,Agricultural Use,t,2021,13.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.14874141876430205
031,Azerbaijan,Rodenticides,Agricultural Use,t,2021,7.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.08009153318077802
031,Azerbaijan,Other Pesticides nes,Agricultural Use,t,2021,14.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.16018306636155605
048,Bahrain,Pesticides (total),Agricultural Use,t,2021,30.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.34324942791762014
048,Bahrain,Pesticides (total),Use per area of cropland,kg/ha,2021,7.38,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.08443935926773455
048,Bahrain,Pesticides (total),Use per capita,kg/cap,2021,0.02,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.00022883295194508008
048,Bahrain,Pesticides (total),Use per value of agricultural production,g/Int$,2021,0.19,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.002173913043478261
048,Bahrain,Insecticides,Agricultural Use,t,2021,26.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.2974828375286041
048,Bahrain,Herbicides,Agricultural Use,t,2021,1.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.011441647597254004
048,Bahrain,Herbicides - nes,Agricultural Use,t,2021,66.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",0.7551487414187642
048,Bahrain,Fungicides and Bactericides,Agricultural Use,t,2021,3.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.034324942791762014
048,Bahrain,Other Pesticides nes,Agricultural Use,t,2021,1.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.011441647597254004
050,Bangladesh,Pesticides (total),Agricultural Use,t,2021,15506.0,southern asia,12.89,"Over-spenders (High pesticide, High loss)",178.00482149007001
050,Bangladesh,Pesticides (total),Use per area of cropland,kg/ha,2021,1.76,southern asia,12.89,"Vulnerable (Low pesticide, High loss)",0.020204339341063023
050,Bangladesh,Pesticides (total),Use per capita,kg/cap,2021,0.09,southern asia,12.89,"Vulnerable (Low pesticide, High loss)",0.0010331764435770863
050,Bangladesh,Pesticides (total),Use per value of agricultural production,g/Int$,2021,0.34,southern asia,12.89,"Vulnerable (Low pesticide, High loss)",0.0039031110090689937
050,Bangladesh,Insecticides,Agricultural Use,t,2021,1997.0,southern asia,12.89,"Over-spenders (High pesticide, High loss)",22.925037309149353
050,Bangladesh,Herbicides,Agricultural Use,t,2021,1416.0,southern asia,12.89,"Over-spenders (High pesticide, High loss)",16.25530937894616
050,Bangladesh,Fungicides and Bactericides,Agricultural Use,t,2021,12085.0,southern asia,12.89,"Over-spenders (High pesticide, High loss)",138.73263689587878
050,Bangladesh,Rodenticides,Agricultural Use,t,2021,8.0,southern asia,12.89,"Vulnerable (Low pesticide, High loss)",0.09183790609574102
064,Bhutan,Pesticides (total),Agricultural Use,t,2021,174.0,southern asia,12.89,"Over-spenders (High pesticide, High loss)",1.997474457582367
064,Bhutan,Pesticides (total),Use per area of cropland,kg/ha,2021,1.62,southern asia,12.89,"Vulnerable (Low pesticide, High loss)",0.018597175984387558
064,Bhutan,Pesticides (total),Use per capita,kg/cap,2021,0.22,southern asia,12.89,"Vulnerable (Low pesticide, High loss)",0.002525542417632878
064,Bhutan,Pesticides (total),Use per value of agricultural production,g/Int$,2021,0.96,southern asia,12.89,"Vulnerable (Low pesticide, High loss)",0.011020548731488921
064,Bhutan,Insecticides,Agricultural Use,t,2021,3.0,southern asia,12.89,"Vulnerable (Low pesticide, High loss)",0.03443921478590288
064,Bhutan,Herbicides,Agricultural Use,t,2021,163.0,southern asia,12.89,"Over-spenders (High pesticide, High loss)",1.8711973367007233
064,Bhutan,Fungicides and Bactericides,Agricultural Use,t,2021,5.0,southern asia,12.89,"Vulnerable (Low pesticide, High loss)",0.057398691309838136
064,Bhutan,Other Pesticides nes,Agricultural Use,t,2021,3.0,southern asia,12.89,"Vulnerable (Low pesticide, High loss)",0.03443921478590288
096,Brunei Darussalam,Pesticides (total),Agricultural Use,t,2021,289.0,south-eastern asia,15.52,"Over-spenders (High pesticide, High loss)",3.4209280303030303
096,Brunei Darussalam,Pesticides (total),Use per area of cropland,kg/ha,2021,28.87,south-eastern asia,15.52,"Vulnerable (Low pesticide, High loss)",0.3417376893939394
096,Brunei Darussalam,Pesticides (total),Use per capita,kg/cap,2021,0.64,south-eastern asia,15.52,"Vulnerable (Low pesticide, High loss)",0.007575757575757576
096,Brunei Darussalam,Pesticides (total),Use per value of agricultural production,g/Int$,2021,3.9,south-eastern asia,15.52,"Vulnerable (Low pesticide, High loss)",0.04616477272727272
096,Brunei Darussalam,Insecticides,Agricultural Use,t,2021,17.0,south-eastern asia,15.52,"Vulnerable (Low pesticide, High loss)",0.2012310606060606
096,Brunei Darussalam,Herbicides,Agricultural Use,t,2021,243.0,south-eastern asia,15.52,"Over-spenders (High pesticide, High loss)",2.8764204545454546
096,Brunei Darussalam,Fungicides and Bactericides,Agricultural Use,t,2021,23.0,south-eastern asia,15.52,"Vulnerable (Low pesticide, High loss)",0.27225378787878785
096,Brunei Darussalam,Rodenticides,Agricultural Use,t,2021,5.0,south-eastern asia,15.52,"Vulnerable (Low pesticide, High loss)",0.05918560606060606
116,Cambodia,Pesticides (total),Agricultural Use,t,2021,17264.0,south-eastern asia,15.52,"Over-spenders (High pesticide, High loss)",204.3560606060606
116,Cambodia,Pesticides (total),Use per area of cropland,kg/ha,2021,3.73,south-eastern asia,15.52,"Vulnerable (Low pesticide, High loss)",0.04415246212121212
116,Cambodia,Pesticides (total),Use per capita,kg/cap,2021,1.02,south-eastern asia,15.52,"Vulnerable (Low pesticide, High loss)",0.012073863636363636
116,Cambodia,Pesticides (total),Use per value of agricultural production,g/Int$,2021,1.98,south-eastern asia,15.52,"Vulnerable (Low pesticide, High loss)",0.0234375
116,Cambodia,Insecticides,Agricultural Use,t,2021,6417.0,south-eastern asia,15.52,"Over-spenders (High pesticide, High loss)",75.95880681818181
116,Cambodia,Herbicides,Agricultural Use,t,2021,5546.0,south-eastern asia,15.52,"Over-spenders (High pesticide, High loss)",65.64867424242424
116,Cambodia,Fungicides and Bactericides,Agricultural Use,t,2021,4350.0,south-eastern asia,15.52,"Over-spenders (High pesticide, High loss)",51.49147727272727
116,Cambodia,Plant Growth Regulators,Agricultural Use,t,2021,199.0,south-eastern asia,15.52,"Over-spenders (High pesticide, High loss)",2.355587121212121
116,Cambodia,Rodenticides,Agricultural Use,t,2021,230.0,south-eastern asia,15.52,"Over-spenders (High pesticide, High loss)",2.7225378787878785
116,Cambodia,Other Pesticides nes,Agricultural Use,t,2021,521.0,south-eastern asia,15.52,"Over-spenders (High pesticide, High loss)",6.167140151515151
344,"China, Hong Kong Special Administrative Region",Pesticides (total),Agricultural Use,t,2021,45.0,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.4915883766659384
344,"China, Hong Kong Special Administrative Region",Pesticides (total),Use per area of cropland,kg/ha,2021,15.0,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.16386279222197947
344,"China, Hong Kong Special Administrative Region",Pesticides (total),Use per capita,kg/cap,2021,0.01,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.00010924186148131965
344,"China, Hong Kong Special Administrative Region",Pesticides (total),Use per value of agricultural production,g/Int$,2021,0.28,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.0030587721214769504
344,"China, Hong Kong Special Administrative Region",Insecticides,Agricultural Use,t,2021,17.0,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.1857111645182434
344,"China, Hong Kong Special Administrative Region",Insecticides – Organo-phosphates,Agricultural Use,t,2021,13.0,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.14201441992571553
344,"China, Hong Kong Special Administrative Region",Insecticides – Carbamates,Agricultural Use,t,2021,3.0,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.032772558444395895
344,"China, Hong Kong Special Administrative Region",Insecticides – Pyrethroids,Agricultural Use,t,2021,1.0,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.010924186148131966
344,"China, Hong Kong Special Administrative Region",Herbicides,Agricultural Use,t,2021,16.0,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.17478697837011145
344,"China, Hong Kong Special Administrative Region",Herbicides – Phenoxy hormone products,Agricultural Use,t,2021,1.0,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.010924186148131966
344,"China, Hong Kong Special Administrative Region",Herbicides - nes,Agricultural Use,t,2021,15.0,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.16386279222197947
344,"China, Hong Kong Special Administrative Region",Fungicides and Bactericides,Agricultural Use,t,2021,12.0,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.13109023377758358
344,"China, Hong Kong Special Administrative Region",Fung & Bact – Dithiocarbamates,Agricultural Use,t,2021,4.0,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.04369674459252786
344,"China, Hong Kong Special Administrative Region",Fung & Bact - nes,Agricultural Use,t,2021,8.0,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.08739348918505573
446,"China, Macao Special Administrative Region",Pesticides (total),Agricultural Use,t,2021,393.0,eastern asia,8.46,"Efficient (High pesticide, Low loss)",4.293205156215862
446,"China, Macao Special Administrative Region",Pesticides (total),Use per capita,kg/cap,2021,0.57,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.00622678610443522
446,"China, Macao Special Administrative Region",Pesticides (total),Use per value of agricultural production,g/Int$,2021,8.96,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.09788070788726241
446,"China, Macao Special Administrative Region",Insecticides,Agricultural Use,t,2021,293.0,eastern asia,8.46,"Efficient (High pesticide, Low loss)",3.2007865414026657
446,"China, Macao Special Administrative Region",Herbicides,Agricultural Use,t,2021,7.0,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.07646930303692376
446,"China, Macao Special Administrative Region",Fungicides and Bactericides,Agricultural Use,t,2021,10.0,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.10924186148131965
446,"China, Macao Special Administrative Region",Plant Growth Regulators,Agricultural Use,t,2021,6.0,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.06554511688879179
446,"China, Macao Special Administrative Region",Rodenticides,Agricultural Use,t,2021,42.0,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.45881581822154255
446,"China, Macao Special Administrative Region",Other Pesticides nes,Agricultural Use,t,2021,33.0,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.36049814288835486
156,"China, mainland",Pesticides (total),Agricultural Use,t,2021,233876.0,eastern asia,8.46,"Efficient (High pesticide, Low loss)",2554.9049595805113
156,"China, mainland",Pesticides (total),Use per area of cropland,kg/ha,2021,1.83,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.019991260651081498
156,"China, mainland",Pesticides (total),Use per capita,kg/cap,2021,0.16,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.0017478697837011144
156,"China, mainland",Pesticides (total),Use per value of agricultural production,g/Int$,2021,0.24,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.0026218046755516716
156,"China, mainland",Insecticides,Agricultural Use,t,2021,63036.0,eastern asia,8.46,"Efficient (High pesticide, Low loss)",688.6169980336466
156,"China, mainland",Herbicides,Agricultural Use,t,2021,97045.0,eastern asia,8.46,"Efficient (High pesticide, Low loss)",1060.1376447454666
156,"China, mainland",Fungicides and Bactericides,Agricultural Use,t,2021,61165.0,eastern asia,8.46,"Efficient (High pesticide, Low loss)",668.1778457504917
156,"China, mainland",Plant Growth Regulators,Agricultural Use,t,2021,2573.0,eastern asia,8.46,"Efficient (High pesticide, Low loss)",28.107930959143545
156,"China, mainland",Other Pesticides nes,Agricultural Use,t,2021,10058.0,eastern asia,8.46,"Efficient (High pesticide, Low loss)",109.8754642779113
158,"China, Taiwan Province of",Pesticides (total),Agricultural Use,t,2021,10549.0,eastern asia,8.46,"Efficient (High pesticide, Low loss)",115.2392396766441
158,"China, Taiwan Province of",Pesticides (total),Use per area of cropland,kg/ha,2021,13.4,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.14638409438496833
158,"China, Taiwan Province of",Pesticides (total),Use per capita,kg/cap,2021,0.45,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.004915883766659385
158,"China, Taiwan Province of",Pesticides (total),Use per value of agricultural production,g/Int$,2021,1.48,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.016167795499235308
158,"China, Taiwan Province of",Insecticides,Agricultural Use,t,2021,2830.0,eastern asia,8.46,"Efficient (High pesticide, Low loss)",30.915446799213463
158,"China, Taiwan Province of",Herbicides,Agricultural Use,t,2021,4392.0,eastern asia,8.46,"Efficient (High pesticide, Low loss)",47.97902556259559
158,"China, Taiwan Province of",Fungicides and Bactericides,Agricultural Use,t,2021,2917.0,eastern asia,8.46,"Efficient (High pesticide, Low loss)",31.865850994100942
158,"China, Taiwan Province of",Other Pesticides nes,Agricultural Use,t,2021,410.0,eastern asia,8.46,"Efficient (High pesticide, Low loss)",4.478916320734106
196,Cyprus,Pesticides (total),Agricultural Use,t,2021,1104.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",12.63157894736842
196,Cyprus,Pesticides (total),Use per area of cropland,kg/ha,2021,9.25,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.10583524027459953
196,Cyprus,Pesticides (total),Use per capita,kg/cap,2021,0.84,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.009610983981693362
196,Cyprus,Pesticides (total),Use per value of agricultural production,g/Int$,2021,2.14,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.02448512585812357
196,Cyprus,Insecticides,Agricultural Use,t,2021,193.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",2.2082379862700225
196,Cyprus,Insecticides – Organo-phosphates,Agricultural Use,t,2021,5.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.05720823798627002
196,Cyprus,Insecticides – Pyrethroids,Agricultural Use,t,2021,6.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.06864988558352403
196,Cyprus,Insecticides - Biopesticides,Agricultural Use,t,2021,8.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.09153318077803203
196,Cyprus,Insecticides - nes,Agricultural Use,t,2021,114.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",1.3043478260869565
196,Cyprus,Herbicides,Agricultural Use,t,2021,168.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",1.9221967963386726
196,Cyprus,Herbicides – Phenoxy hormone products,Agricultural Use,t,2021,42.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.48054919908466814
196,Cyprus,Herbicides – Triazines,Agricultural Use,t,2021,1.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.011441647597254004
196,Cyprus,Herbicides – Amides,Agricultural Use,t,2021,1.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.011441647597254004
196,Cyprus,Herbicides – Dinitroanilines,Agricultural Use,t,2021,3.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.034324942791762014
196,Cyprus,Herbicides – Bipiridils,Agricultural Use,t,2021,2.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.02288329519450801
196,Cyprus,Herbicides - nes,Agricultural Use,t,2021,119.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",1.3615560640732265
196,Cyprus,Fungicides and Bactericides,Agricultural Use,t,2021,736.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",8.421052631578947
196,Cyprus,Fung & Bact – Inorganics,Agricultural Use,t,2021,638.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",7.299771167048054
196,Cyprus,Fung & Bact – Dithiocarbamates,Agricultural Use,t,2021,56.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.6407322654462242
196,Cyprus,Fung & Bact – Benzimidazoles,Agricultural Use,t,2021,6.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.06864988558352403
196,Cyprus,"Fung & Bact – Triazoles, diazoles",Agricultural Use,t,2021,2.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.02288329519450801
196,Cyprus,"Fung & Bact – Diazines, morpholines",Agricultural Use,t,2021,1.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.011441647597254004
196,Cyprus,Fung & Bact - nes,Agricultural Use,t,2021,32.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.36613272311212813
196,Cyprus,Plant Growth Regulators,Agricultural Use,t,2021,3.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.034324942791762014
196,Cyprus,Other Pesticides nes,Agricultural Use,t,2021,4.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.04576659038901602
268,Georgia,Pesticides (total),Agricultural Use,t,2021,2501.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",28.615560640732262
268,Georgia,Pesticides (total),Use per area of cropland,kg/ha,2021,5.68,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.06498855835240273
268,Georgia,Pesticides (total),Use per capita,kg/cap,2021,0.66,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.0075514874141876425
268,Georgia,Pesticides (total),Use per value of agricultural production,g/Int$,2021,1.85,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.02116704805491991
268,Georgia,Insecticides,Agricultural Use,t,2021,243.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",2.780320366132723
268,Georgia,Herbicides,Agricultural Use,t,2021,373.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",4.267734553775743
268,Georgia,Fungicides and Bactericides,Agricultural Use,t,2021,1766.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",20.205949656750573
268,Georgia,Plant Growth Regulators,Agricultural Use,t,2021,15.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.17162471395881007
268,Georgia,Rodenticides,Agricultural Use,t,2021,29.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.3318077803203661
268,Georgia,Other Pesticides nes,Agricultural Use,t,2021,74.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",0.8466819221967963
356,India,Pesticides (total),Agricultural Use,t,2021,40094.0,southern asia,12.89,"Over-spenders (High pesticide, High loss)",460.26862587533003
356,India,Pesticides (total),Use per area of cropland,kg/ha,2021,0.24,southern asia,12.89,"Vulnerable (Low pesticide, High loss)",0.0027551371828722303
356,India,Pesticides (total),Use per capita,kg/cap,2021,0.03,southern asia,12.89,"Vulnerable (Low pesticide, High loss)",0.0003443921478590288
356,India,Pesticides (total),Use per value of agricultural production,g/Int$,2021,0.08,southern asia,12.89,"Vulnerable (Low pesticide, High loss)",0.0009183790609574102
356,India,Insecticides,Agricultural Use,t,2021,20619.0,southern asia,12.89,"Over-spenders (High pesticide, High loss)",236.7007232235105
356,India,Herbicides,Agricultural Use,t,2021,6335.0,southern asia,12.89,"Over-spenders (High pesticide, High loss)",72.72414188956492
356,India,Fungicides and Bactericides,Agricultural Use,t,2021,13055.0,southern asia,12.89,"Over-spenders (High pesticide, High loss)",149.86798300998737
356,India,Plant Growth Regulators,Agricultural Use,t,2021,84.0,southern asia,12.89,"Over-spenders (High pesticide, High loss)",0.9642980140052807
360,Indonesia,Pesticides (total),Agricultural Use,t,2021,283297.0,south-eastern asia,15.52,"Over-spenders (High pesticide, High loss)",3353.420928030303
360,Indonesia,Pesticides (total),Use per area of cropland,kg/ha,2021,6.47,south-eastern asia,15.52,"Vulnerable (Low pesticide, High loss)",0.07658617424242424
360,Indonesia,Pesticides (total),Use per capita,kg/cap,2021,1.02,south-eastern asia,15.52,"Vulnerable (Low pesticide, High loss)",0.012073863636363636
360,Indonesia,Pesticides (total),Use per value of agricultural production,g/Int$,2021,2.75,south-eastern asia,15.52,"Vulnerable (Low pesticide, High loss)",0.03255208333333333
360,Indonesia,Insecticides,Agricultural Use,t,2021,164798.0,south-eastern asia,15.52,"Over-spenders (High pesticide, High loss)",1950.7339015151515
360,Indonesia,Herbicides,Agricultural Use,t,2021,62797.0,south-eastern asia,15.52,"Over-spenders (High pesticide, High loss)",743.3357007575758
360,Indonesia,Fungicides and Bactericides,Agricultural Use,t,2021,39736.0,south-eastern asia,15.52,"Over-spenders (High pesticide, High loss)",470.35984848484844
360,Indonesia,Plant Growth Regulators,Agricultural Use,t,2021,6564.0,south-eastern asia,15.52,"Over-spenders (High pesticide, High loss)",77.69886363636363
360,Indonesia,Rodenticides,Agricultural Use,t,2021,9402.0,south-eastern asia,15.52,"Over-spenders (High pesticide, High loss)",111.29261363636363
364,Iran (Islamic Republic of),Pesticides (total),Agricultural Use,t,2021,5856.0,southern asia,12.89,"Over-spenders (High pesticide, High loss)",67.22534726208242
364,Iran (Islamic Republic of),Pesticides (total),Use per area of cropland,kg/ha,2021,0.33,southern asia,12.89,"Vulnerable (Low pesticide, High loss)",0.003788313626449317
364,Iran (Islamic Republic of),Pesticides (total),Use per capita,kg/cap,2021,0.07,southern asia,12.89,"Vulnerable (Low pesticide, High loss)",0.000803581678337734
364,Iran (Islamic Republic of),Pesticides (total),Use per value of agricultural production,g/Int$,2021,0.16,southern asia,12.89,"Vulnerable (Low pesticide, High loss)",0.0018367581219148204
364,Iran (Islamic Republic of),Insecticides,Agricultural Use,t,2021,2600.0,southern asia,12.89,"Over-spenders (High pesticide, High loss)",29.847319481115832
364,Iran (Islamic Republic of),Herbicides,Agricultural Use,t,2021,884.0,southern asia,12.89,"Over-spenders (High pesticide, High loss)",10.148088623579383
364,Iran (Islamic Republic of),Fungicides and Bactericides,Agricultural Use,t,2021,310.0,southern asia,12.89,"Over-spenders (High pesticide, High loss)",3.5587188612099645
364,Iran (Islamic Republic of),Rodenticides,Agricultural Use,t,2021,5.0,southern asia,12.89,"Vulnerable (Low pesticide, High loss)",0.057398691309838136
364,Iran (Islamic Republic of),Other Pesticides nes,Agricultural Use,t,2021,2057.0,southern asia,12.89,"Over-spenders (High pesticide, High loss)",23.613821604867407
368,Iraq,Pesticides (total),Agricultural Use,t,2021,514.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",5.881006864988558
368,Iraq,Pesticides (total),Use per area of cropland,kg/ha,2021,0.09,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.0010297482837528602
368,Iraq,Pesticides (total),Use per capita,kg/cap,2021,0.01,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.00011441647597254004
368,Iraq,Pesticides (total),Use per value of agricultural production,g/Int$,2021,0.1,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.0011441647597254005
368,Iraq,Insecticides,Agricultural Use,t,2021,50.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.5720823798627002
368,Iraq,Herbicides,Agricultural Use,t,2021,328.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",3.7528604118993134
368,Iraq,Fungicides and Bactericides,Agricultural Use,t,2021,107.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",1.2242562929061784
368,Iraq,Rodenticides,Agricultural Use,t,2021,3.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.034324942791762014
368,Iraq,Other Pesticides nes,Agricultural Use,t,2021,26.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.2974828375286041
376,Israel,Pesticides (total),Agricultural Use,t,2021,6827.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",78.11212814645309
376,Israel,Pesticides (total),Use per area of cropland,kg/ha,2021,18.21,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.20835240274599542
376,Israel,Pesticides (total),Use per capita,kg/cap,2021,0.76,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.008695652173913044
376,Israel,Pesticides (total),Use per value of agricultural production,g/Int$,2021,1.54,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.017620137299771167
376,Israel,Insecticides,Agricultural Use,t,2021,636.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",7.276887871853546
376,Israel,Insecticides – Carbamates,Agricultural Use,t,2021,34.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.3890160183066361
376,Israel,Insecticides – Pyrethroids,Agricultural Use,t,2021,64.0,western asia,12.6,"Vulnerable (Low pesticide, High loss)",0.7322654462242563
376,Israel,Insecticides - nes,Agricultural Use,t,2021,538.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",6.155606407322654
376,Israel,Herbicides,Agricultural Use,t,2021,1463.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",16.73913043478261
376,Israel,Herbicides – Phenoxy hormone products,Agricultural Use,t,2021,144.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",1.6475972540045765
376,Israel,Herbicides - nes,Agricultural Use,t,2021,1319.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",15.09153318077803
376,Israel,Fungicides and Bactericides,Agricultural Use,t,2021,3294.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",37.68878718535469
376,Israel,Fung & Bact – Inorganics,Agricultural Use,t,2021,746.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",8.535469107551487
376,Israel,Fung & Bact – Dithiocarbamates,Agricultural Use,t,2021,2008.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",22.97482837528604
376,Israel,Fung & Bact - nes,Agricultural Use,t,2021,540.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",6.178489702517162
376,Israel,Plant Growth Regulators,Agricultural Use,t,2021,259.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",2.963386727688787
376,Israel,Other Pesticides nes,Agricultural Use,t,2021,1175.0,western asia,12.6,"Over-spenders (High pesticide, High loss)",13.443935926773454
392,Japan,Pesticides (total),Agricultural Use,t,2021,48783.0,eastern asia,8.46,"Efficient (High pesticide, Low loss)",532.9145728643216
392,Japan,Pesticides (total),Use per area of cropland,kg/ha,2021,11.22,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.12256936858204065
392,Japan,Pesticides (total),Use per capita,kg/cap,2021,0.39,eastern asia,8.46,"Hidden Gems (Low pesticide, Low loss)",0.004260432597771467
